	Tomato Analyzer - Shape Individual Data																																								
	Plot #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness	  Distal Fruit Blockiness	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro	  Proximal Angle Macro	  Proximal Indentation Area	  Distal Angle Micro	  Distal Angle Macro	  Distal Indentation Area	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	Comments			
unique#	Plot #	image files	Fruit	SP:0000087|unit:centimeter	SP:0000085|unit:square centimeter	SP:0000133|unit:centimeter	SP:0000134|unit:centimeter	SP:0000135|unit:centimeter	SP:0000136|unit:centimeter	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154|unit:centimeter	SP:0000369	SP:0000370	SP:0000079|unit:square centimeter	SP:0000155	SP:0000160	SP:0000076|unit:square centimeter	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164				
461-2	461	2009_nc_461_fruit-t.jpg	2	20.9879	30.1206	5.715	5.7912	6.477	6.7564	1.1667	1.1333	0.72	0.8267	0.871	0.8949	0.9536	0.4308	0	0.0198	200.4544	67.3626	0.0194	168.9396	96.655	0.0045	0	0.1575	0	8.2264	9.2643	0	0.5526	0.7623	0.8938	0.886	1.1348	0.3951				
461-3	461	2009_nc_461_fruit-t.jpg	3	20.7251	25.8516	4.8768	4.9784	6.1976	6.4008	1.2857	1.2708	0.7969	0.8906	0.8947	0.9517	0.9249	0.5448	0	0.0145	213.5847	65.5309	0.0319	177.667	86.4561	0	0	0.1547	0	2.2829	4.3795	0	0.5604	0.7809	0.9159	0.8711	1.2564	0.4007				
461-4	461	2009_nc_461_fruit-t.jpg	4	17.7175	19.6013	4.826	4.8514	5.3594	5.588	1.1518	1.1105	0.8263	0.8421	0.9812	0.9236	0.9589	0.5183	0	0.0397	203.9272	85.699	0.0432	176.2421	90.8283	0	0	0.083	0	2.3562	2.8684	0	0.45	0.7671	0.8889	0.8889	1.1053	0.3399				
461-5	461	2009_nc_461_fruit-t.jpg	5	18.9625	25.069	5.1308	5.1816	6.0452	6.1468	1.1863	1.1782	0.7723	0.8416	0.9176	0.9794	0.9571	0.4947	0	0.0321	198.968	83.1634	0.0244	172.6245	92.4793	0.0003	0	0.1777	0	2.3154	4.3202	0	0.5533	0.7884	0.8879	0.8879	1.1875	0.3855				
461-6	461	2009_nc_461_fruit-t.jpg	6	19.8399	27.0735	5.461	5.5118	5.6642	5.969	1.0829	1.0372	0.8326	0.8698	0.9572	0.937	0.9674	0.5365	0	0.0322	205.974	93.1964	0.0391	179.5135	106.0144	0	0	0.1279	0	4.1325	4.0463	0	0.523	0.7607	0.89	0.89	1.0471	0.4337				
461-7	461	2009_nc_461_fruit-t.jpg	7	18.3754	23.487	4.9784	5.0038	5.6388	5.7658	1.1523	1.1327	0.7908	0.8571	0.9226	0.9774	0.959	0.534	0	0.0162	198.8429	79.8847	0.0205	182.6604	97.4501	0	0	0.146	0	2.2699	2.4592	0	0.5195	0.7788	0.8889	0.8844	1.1282	0.4077				
461-8	461	2009_nc_461_fruit-t.jpg	8	19.9415	26.5903	5.1816	5.334	5.9436	6.1468	1.1524	1.1471	0.7794	0.9363	0.8325	0.9156	0.9452	0.5455	0	0.0297	203.248	73.6532	0.0325	170.6312	108.9767	0	0	0.2306	0	2.9834	7.0526	0	0.5878	0.7635	0.8889	0.8804	1.1358	0.432				
461-9	461	2009_nc_461_fruit-t.jpg	9	20.293	28.3438	5.5118	5.5372	6.1468	6.223	1.1239	1.1152	0.8111	0.8618	0.9412	0.9827	0.9647	0.5364	0	0.0042	187.3414	86.861	0.0107	165.7571	106.7404	0	0	0.1282	0	1.0861	2.0138	0	0.5117	0.7869	0.8889	0.8807	1.1163	0.4096				
462-1	462	2009_nc_462_fruit-t.jpg	1	16.7454	17.3838	5.0546	5.1308	3.7338	4.1656	0.8119	0.7387	0.8995	0.8241	1.0915	0.8968	0.9308	0.5724	1.2687	0.0567	200.5863	146.2439	0.1197	167.7033	125.0986	0.0275	0	0	0.1405	2.4785	0	2.7015	0.4428	0.7485	0.9037	0.9173	0.8026	0.4595				
462-2	462	2009_nc_462_fruit-t.jpg	2	18.8819	21.7342	5.9944	6.0198	3.7846	4.4704	0.7426	0.6314	0.8771	0.8475	1.035	0.8212	0.8713	0.5666	1.7235	0.0795	220.3421	154.3627	0.2739	192.3533	137.2947	0.0288	0	0	0.1336	4.0457	0	3.3305	0.4709	0.6743	0.8939	0.8806	0.6413	0.4938				
462-3	462	2009_nc_462_fruit-t.jpg	3	16.4875	18.6942	5.1816	5.207	4.064	4.2418	0.8146	0.7843	0.8922	0.848	1.052	0.9382	0.9502	0.5924	0.4288	0.0146	191.4324	138.4853	0.0828	180.9382	124.4569	0	0	0	0.1459	0.2048	0	1.701	0.4671	0.7711	0.8951	0.8889	0.7901	0.4379				
462-4	462	2009_nc_462_fruit-t.jpg	4	18.322	20.4593	5.7912	5.8166	3.683	4.2672	0.7336	0.636	0.9035	0.8553	1.0564	0.8411	0.8649	0.5886	1.9175	0.0893	218.1081	152.4974	0.2605	182.2933	138.7294	0	0	0	0.1276	1.5988	0	3.0175	0.4769	0.6826	0.8906	0.8837	0.6404	0.4974				
463-1	463	2009_nc_463_fruit-t.jpg	1	17.4076	19.7006	4.7498	4.8006	4.7498	5.0038	1.0423	1	0.861	0.8396	1.0255	0.9615	0.9802	0.5531	0.7993	0.0336	205.2765	104.6095	0.0706	178.0737	103.5972	0	0	0	0.1126	0.9133	0	1.3883	0.4646	0.7653	0.8876	0.8982	1.0135	0.429				
463-2	463	2009_nc_463_fruit-t.jpg	2	19.1944	25.4593	5.334	5.4102	5.4356	5.7658	1.0657	1.019	0.8905	0.8429	1.0565	0.9272	0.9713	0.5295	0.4207	0.0142	219.0776	109.6356	0.0484	168.4954	104.1772	0.001	0	0	0.1499	4.6726	0	5.033	0.4229	0.7522	0.8995	0.8808	1.0119	0.4316				
463-3	463	2009_nc_463_fruit-t.jpg	3	20.289	25.0658	5.3086	5.3848	5.334	5.7404	1.066	1.0048	0.9091	0.7943	1.1446	0.9319	0.9734	0.5468	1.1475	0.0502	223.6084	110.8938	0.1077	177.3713	93.0058	0	0	0	0.1774	0.8311	0	5.2891	0.4436	0.8	0.9836	0.878	1.0976	0.4032				
463-4	463	2009_nc_463_fruit-t.jpg	4	20.7426	26.178	5.7404	5.8166	5.334	5.6642	0.9738	0.9292	0.9336	0.7876	1.1854	0.9206	0.9836	0.5534	1.0157	0.0433	223.7066	126.122	0.0983	176.0784	105.7131	0	0	0	0.1969	1.6171	0	6.8377	0.4232	0.8108	0.9836	0.8738	1.0345	0.3938				
463-5	463	2009_nc_463_fruit-t.jpg	5	19.1831	25.4109	5.4356	5.461	5.4102	5.842	1.0698	0.9953	0.8458	0.8318	1.0169	0.9194	0.9761	0.5058	0	0.0176	207.1847	112.7378	0.0667	186.4513	99.2923	0.0008	0	0.1142	0	5.1921	5.8318	0	0.4783	0.7336	0.8936	0.8796	0.9882	0.4305				
463-6	463	2009_nc_463_fruit-t.jpg	6	18.6032	23.8993	5.08	5.08	5.3848	5.7404	1.13	1.06	0.88	0.81	1.0864	0.9617	0.9636	0.5534	0.8634	0.0365	244.733	102.7635	0.0673	172.8982	95.1074	0	0	0	0.1352	0.9067	0	3.1156	0.4779	0.7467	0.8889	0.8842	1.05	0.4301				
463-7	463	2009_nc_463_fruit-t.jpg	7	20.1145	26.3258	5.6134	5.6642	5.334	5.8928	1.0404	0.9502	0.8778	0.7873	1.1149	0.8963	0.9775	0.5041	1.5861	0.0722	226.1031	122.5981	0.0872	176.5927	98.2162	0.0027	0	0	0.1693	6.5325	0	5.1126	0.4122	0.7273	0.9032	0.8796	0.9545	0.4309				
463-8	463	2009_nc_463_fruit-t.jpg	8	19.4048	25.7645	5.4356	5.588	5.4356	5.7658	1.0318	1	0.9673	0.7477	1.2938	0.8922	0.966	0.5185	1.2588	0.0545	214.9485	134.5001	0.0757	173.3312	90.6318	0	0	0	0.2758	3.7611	0	9.6986	0.3392	0.7522	0.8901	0.8854	1	0.4316				
464-1	464	2009_nc_464_fruit-t.jpg	1	19.0702	23.6432	5.4102	5.4356	4.9784	5.2832	0.972	0.9202	0.8826	0.8122	1.0867	0.934	0.9878	0.5605	1.013	0.0435	236.7459	121.4051	0.0898	174.7748	103.5949	0	0	0	0.1722	0.9469	0	3.8545	0.4459	0.7729	0.9249	0.8791	0.9524	0.4239				
464-2	464	2009_nc_464_fruit-t.jpg	2	20.2894	27.7399	5.6388	5.6896	5.588	5.9436	1.0446	0.991	0.8604	0.8739	0.9845	0.9536	0.9804	0.5606	0	0.0414	212.4631	109.0716	0.0447	171.8109	106.8787	0	0	0.1464	0	2.6009	2.4843	0	0.5344	0.7554	0.898	0.8844	1	0.4342				
464-3	464	2009_nc_464_fruit-t.jpg	3	22.6766	34.5193	6.4008	6.4262	6.4262	6.6548	1.0356	1.004	0.8413	0.8373	1.0047	0.972	0.9834	0.5475	0.5887	0.0234	219.9167	105.6625	0.0372	172.7343	111.0651	0	0	0	0.0861	0.8391	0	3.0635	0.5216	0.7663	0.885	0.8811	1	0.4128				
464-4	464	2009_nc_464_fruit-t.jpg	4	21.6123	32.5909	6.1722	6.1976	6.1214	6.5024	1.0492	0.9918	0.893	0.7737	1.1543	0.9482	0.9808	0.5303	1.0749	0.0465	227.2202	115.988	0.0848	168.6068	91.1602	0	0	0	0.178	2.5216	0	5.9671	0.4336	0.7529	0.8889	0.8889	1	0.4269				
464-5	464	2009_nc_464_fruit-t.jpg	5	21.7252	32.1386	6.0452	6.0706	6.096	6.5278	1.0753	1.0084	0.8866	0.8109	1.0933	0.9435	0.9755	0.5418	0.7255	0.0299	214.0268	112.6624	0.0805	185.0697	94.6347	0	0	0	0.1121	3.4531	0	4.4748	0.4943	0.75	0.8972	0.8848	1.0105	0.4248				
464-6	464	2009_nc_464_fruit-t.jpg	6	20.4711	27.2877	6.0452	6.096	5.2324	5.7404	0.9417	0.8655	0.8866	0.7395	1.1989	0.9217	0.979	0.4988	1.7773	0.0817	234.3767	129.8554	0.1139	166.8371	107.2968	0	0	0	0.1732	3.4044	0	6.7824	0.45	0.7556	0.9341	0.8808	0.9043	0.4065				
464-7	464	2009_nc_464_fruit-t.jpg	7	24.7974	41.009	6.9342	7.0358	6.7818	7.4168	1.0542	0.978	0.8571	0.7912	1.0833	0.9314	0.9822	0.5092	0.8014	0.0333	236.0056	118.6729	0.083	166.7634	101.0346	0.0005	0	0	0.139	5.0481	0	5.9601	0.4649	0.7285	0.8983	0.8797	0.9725	0.429				
465-1	465	2009_nc_465_fruit-t.jpg	1	25.7934	42.1019	8.1534	8.2296	5.4356	6.3754	0.7747	0.6667	0.9065	0.8069	1.1236	0.7917	0.8878	0.5546	0	0.1132	198.3931	158.0595	0.3597	178.7664	127.88	0.0008	0	0	0.1676	4.848	0	8.3344	0.4462	0.68	0.8947	0.8808	0.6693	0.4803				
465-2	465	2009_nc_465_fruit-t.jpg	2	24.2992	35.0496	7.3152	7.4422	4.8768	5.9182	0.7952	0.6667	0.9375	0.7813	1.2	0.7497	0.892	0.5652	0	0.1412	212.6354	162.9455	0.3943	179.5915	119.3094	0.0004	0	0	0.2023	1.5647	0	10.476	0.4436	0.681	0.9405	0.8778	0.7054	0.4883				
465-3	465	2009_nc_465_fruit-t.jpg	3	24.3068	38.0457	7.874	7.9248	5.2324	5.8674	0.7404	0.6645	0.8968	0.8258	1.0859	0.8793	0.8777	0.5762	1.8495	0.0855	213.0785	149.4468	0.2157	171.9054	135.1768	0.001	0	0	0.1573	0.5304	0	5.508	0.4549	0.713	0.8962	0.8817	0.6667	0.4627				
465-4	465	2009_nc_465_fruit-t.jpg	4	24.7441	38.4528	7.3914	7.4676	5.715	6.5024	0.8707	0.7732	0.89	0.7973	1.1164	0.8456	0.9491	0.5193	0	0.1041	217.4643	150.598	0.1999	170.0277	114.6211	0	0	0	0.1747	7.0078	0	8.0239	0.4051	0.7216	0.92	0.8846	0.8	0.4423				
466-1	466	2009_nc_466_fruit-t.jpg	1	19.8445	24.8793	6.223	6.2992	4.1656	4.826	0.7661	0.6694	0.9224	0.8286	1.1133	0.813	0.8873	0.585	0	0.1363	225.3313	161.5722	0.2802	188.6036	128.9908	0.0086	0	0	0.1444	1.8413	0	5.4453	0.4726	0.6878	0.9028	0.8725	0.6701	0.4864				
466-2	466	2009_nc_466_fruit-t.jpg	2	21.862	27.4703	6.7818	6.8072	4.2418	4.8768	0.7164	0.6255	0.9176	0.8277	1.1086	0.7771	0.8374	0.5918	0	0.1072	203.2298	174.5674	0.3309	182.4974	129.2318	0.0016	0	0	0.1198	1.8377	0	5.8839	0.5061	0.7853	1.0274	0.8929	0.7353	0.4356				
466-3	466	2009_nc_466_fruit-t.jpg	3	19.1472	22.2858	6.2992	6.3246	3.683	4.4196	0.6988	0.5847	0.9113	0.8226	1.1078	0.7808	0.8013	0.5771	0	0.1234	210.9071	168.9165	0.3228	188.7334	138.2302	0	0	0	0.1623	4.1272	0	4.5444	0.4332	0.659	0.8906	0.8769	0.5816	0.492				
466-4	466	2009_nc_466_fruit-t.jpg	4	19.1805	22.2438	6.0198	6.0452	3.6576	4.4196	0.7311	0.6076	0.9409	0.827	1.1378	0.7243	0.8546	0.6001	0	0.113	236.413	178.4804	0.359	198.3058	133.6897	0	0	0	0.2026	2.5202	0	6.0633	0.4286	0.659	0.8976	0.8769	0.6129	0.517				
466-5	466	2009_nc_466_fruit-t.jpg	5	22.4922	26.5238	7.0612	7.0866	3.5306	4.699	0.6631	0.5	0.8813	0.8597	1.0251	0.698	0.7406	0.5668	0	0.0542	217.7857	170.9941	0.335	241.3636	149.2268	0.1036	0	0.1072	0	7.913	4.9892	0	0.5036	0.7283	0.8993	1.0551	0.67	0.488				
466-6	466	2009_nc_466_fruit-t.jpg	6	21.9059	28.0561	7.0358	7.0612	3.9878	4.9276	0.6978	0.5668	0.9025	0.8484	1.0638	0.7897	0.8053	0.5857	0	0.1062	209.9814	163.6717	0.2757	198.6533	149.5695	0.0361	0	0	0.124	5.2798	0	3.3502	0.4907	0.6321	0.8841	0.8714	0.5545	0.5153				
466-7	466	2009_nc_466_fruit-t.jpg	7	24.6512	35.3896	8.128	8.1788	4.2926	5.3848	0.6584	0.5281	0.9063	0.8344	1.0861	0.7107	0.7467	0.5628	0	0.2005	236.5975	171.4087	0.4225	176.5669	147.7553	0	0	0	0.1845	4.9242	0	7.3146	0.4279	0.6445	0.9128	0.8774	0.5313	0.5015				
